year,round,country,votingCountry,points
1987,final,ie,tr,10
1987,final,ie,nl,12
1987,final,ie,lu,10
1987,final,ie,gb,12
1987,final,ie,fr,1
1987,final,ie,de,6
1987,final,ie,cy,8
1987,final,ie,fi,12
1987,final,ie,dk,5
1987,final,ie,yu,6
1987,final,ie,ch,12
1987,final,yu,no,12
1987,final,yu,il,7
1987,final,yu,at,8
1987,final,yu,is,10
1987,final,yu,be,8
1987,final,yu,pt,6
1987,final,yu,es,6
1987,final,yu,tr,12
1987,final,yu,gr,2
1987,final,yu,fr,2
1987,final,yu,cy,10
1987,final,yu,dk,8
1987,final,yu,ie,1
1987,final,ch,il,1
1987,final,ch,is,2
1987,final,ch,tr,5
1987,final,ch,nl,7
1987,final,ch,lu,3
1987,final,ch,cy,4
1987,final,ch,dk,1
1987,final,ch,yu,3
1988,final,is,se,1
1988,final,is,nl,4
1988,final,is,dk,4
1988,final,is,it,1
1988,final,is,fr,2
1988,final,is,pt,8
1988,final,se,is,3
1988,final,se,gb,2
1988,final,se,nl,8
1988,final,se,ie,5
1988,final,se,dk,8
1988,final,se,no,12
1988,final,se,be,1
1988,final,se,lu,3
1988,final,se,it,10
1988,final,fi,il,3
1988,final,gb,is,1
1988,final,gb,se,5
1988,final,gb,fi,10
1988,final,gb,tr,12
1988,final,gb,es,10
1988,final,gb,il,10
1988,final,gb,ch,5
1988,final,gb,ie,7
1988,final,gb,de,10
1988,final,gb,at,10
1988,final,gb,dk,10
1988,final,gb,gr,6
1988,final,gb,no,5
1988,final,gb,be,12
1988,final,gb,lu,8
1988,final,gb,it,12
1988,final,gb,pt,3
1988,final,tr,se,4
1988,final,tr,gb,1
1988,final,tr,es,5
1988,final,tr,nl,1
1988,final,tr,il,8
1988,final,tr,de,8
1988,final,tr,lu,4
1988,final,tr,fr,6
1988,final,es,is,2
1988,final,es,tr,5
1988,final,es,il,2
1988,final,es,ch,6
1988,final,es,at,8
1988,final,es,dk,1
1988,final,es,gr,8
1988,final,es,no,2
1988,final,es,be,6
1988,final,es,lu,6
1988,final,es,it,8
1988,final,es,yu,4
1988,final,nl,gb,6
1988,final,nl,tr,6
1988,final,nl,il,7
1988,final,nl,ch,7
1988,final,nl,ie,2
1988,final,nl,de,6
1988,final,nl,gr,12
1988,final,nl,lu,12
1988,final,nl,it,5
1988,final,nl,yu,7
1988,final,il,is,6
1988,final,il,fi,6
1988,final,il,gb,4
1988,final,il,es,6
1988,final,il,nl,3
1988,final,il,ch,10
1988,final,il,ie,1
1988,final,il,de,5
1988,final,il,at,2
1988,final,il,gr,3
1988,final,il,be,10
1988,final,il,lu,5
1988,final,il,it,3
1988,final,il,fr,10
1988,final,il,pt,10
1988,final,il,yu,1
1988,final,ch,is,7
1988,final,ch,se,12
1988,final,ch,fi,5
1988,final,ch,gb,10
1988,final,ch,tr,10
1988,final,ch,es,8
1988,final,ch,nl,10
1988,final,ch,il,4
1988,final,ch,ie,10
1988,final,ch,de,12
1988,final,ch,gr,10
1988,final,ch,no,8
1988,final,ch,be,4
1988,final,ch,lu,1
1988,final,ch,it,7
1988,final,ch,fr,1
1988,final,ch,pt,12
1988,final,ch,yu,6
1988,final,ie,se,7
1988,final,ie,fi,2
1988,final,ie,gb,3
1988,final,ie,tr,2
1988,final,ie,es,12
1988,final,ie,nl,6
1988,final,ie,ch,4
1988,final,ie,de,7
1988,final,ie,at,6
1988,final,ie,dk,7
1988,final,ie,no,7
1988,final,ie,be,5
1988,final,ie,fr,4
1988,final,ie,pt,5
1988,final,ie,yu,2
1988,final,de,is,8
1988,final,de,gb,5
1988,final,de,tr,1
1988,final,de,es,3
1988,final,de,il,5
1988,final,de,ie,6
1988,final,de,dk,6
1988,final,de,no,4
1988,final,de,pt,2
1988,final,de,yu,8
1988,final,dk,is,10
1988,final,dk,se,3
1988,final,dk,fi,4
1988,final,dk,es,1
1988,final,dk,nl,12
1988,final,dk,il,6
1988,final,dk,ch,1
1988,final,dk,ie,4
1988,final,dk,de,4
1988,final,dk,at,12
1988,final,dk,no,10
1988,final,dk,be,7
1988,final,dk,fr,12
1988,final,dk,pt,6
1988,final,gr,tr,3
1988,final,gr,fr,7
1988,final,no,is,5
1988,final,no,se,8
1988,final,no,fi,7
1988,final,no,gb,12
1988,final,no,nl,7
1988,final,no,il,1
1988,final,no,ie,8
1988,final,no,de,1
1988,final,no,at,3
1988,final,no,dk,5
1988,final,no,gr,7
1988,final,no,be,3
1988,final,no,it,4
1988,final,no,pt,7
1988,final,no,yu,10
1988,final,be,fr,5
1988,final,lu,is,4
1988,final,lu,se,10
1988,final,lu,fi,12
1988,final,lu,gb,7
1988,final,lu,nl,5
1988,final,lu,ch,12
1988,final,lu,ie,12
1988,final,lu,at,1
1988,final,lu,dk,2
1988,final,lu,gr,2
1988,final,lu,no,6
1988,final,lu,be,8
1988,final,lu,it,2
1988,final,lu,pt,4
1988,final,lu,yu,3
1988,final,it,fi,8
1988,final,it,tr,4
1988,final,it,es,7
1988,final,it,ch,8
1988,final,it,de,2
1988,final,it,at,5
1988,final,it,no,3
1988,final,it,lu,2
1988,final,it,fr,8
1988,final,it,yu,5
1988,final,fr,se,2
1988,final,fr,fi,3
1988,final,fr,tr,8
1988,final,fr,es,2
1988,final,fr,nl,2
1988,final,fr,ch,3
1988,final,fr,de,3
1988,final,fr,at,7
1988,final,fr,dk,3
1988,final,fr,gr,5
1988,final,fr,no,1
1988,final,fr,be,2
1988,final,fr,lu,10
1988,final,fr,pt,1
1988,final,fr,yu,12
1988,final,pt,es,4
1988,final,pt,gr,1
1988,final,yu,is,12
1988,final,yu,se,6
1988,final,yu,fi,1
1988,final,yu,gb,8
1988,final,yu,tr,7
1988,final,yu,il,12
1988,final,yu,ch,2
1988,final,yu,ie,3
1988,final,yu,at,4
1988,final,yu,dk,12
1988,final,yu,gr,4
1988,final,yu,lu,7
1988,final,yu,it,6
1988,final,yu,fr,3
1989,final,it,pt,7
1989,final,it,fi,10
1989,final,it,es,12
1989,final,it,cy,6
1989,final,it,ch,2
1989,final,it,gr,4
1989,final,it,de,7
1989,final,it,yu,8
1989,final,il,it,1
1989,final,il,ie,7
1989,final,il,nl,3
1989,final,il,gb,2
1989,final,il,se,5
1989,final,il,dk,5
1989,final,il,fi,5
1989,final,il,ch,7
1989,final,il,is,5
1989,final,il,de,3
1989,final,il,yu,7
1989,final,ie,tr,7
1989,final,ie,be,3
1989,final,ie,no,3
1989,final,ie,lu,2
1989,final,ie,de,4
1989,final,ie,yu,2
1989,final,nl,it,10
1989,final,nl,ie,3
1989,final,nl,gb,3
1989,final,nl,lu,1
1989,final,nl,at,4
1989,final,nl,fi,4
1989,final,nl,fr,7
1989,final,nl,es,6
1989,final,nl,gr,1
1989,final,nl,de,6
1989,final,tr,es,1
1989,final,tr,yu,4
1989,final,be,ie,5
1989,final,be,nl,5
1989,final,be,no,2
1989,final,be,is,1
1989,final,gb,it,6
1989,final,gb,il,7
1989,final,gb,ie,4
1989,final,gb,nl,7
1989,final,gb,tr,1
1989,final,gb,no,12
1989,final,gb,pt,12
1989,final,gb,se,10
1989,final,gb,lu,12
1989,final,gb,dk,1
1989,final,gb,at,8
1989,final,gb,fi,6
1989,final,gb,fr,12
1989,final,gb,es,10
1989,final,gb,cy,2
1989,final,gb,gr,2
1989,final,gb,de,12
1989,final,gb,yu,6
1989,final,no,il,2
1989,final,no,nl,2
1989,final,no,tr,5
1989,final,no,be,8
1989,final,no,se,2
1989,final,no,dk,6
1989,final,no,fr,4
1989,final,no,ch,1
1989,final,pt,tr,4
1989,final,pt,be,2
1989,final,pt,no,1
1989,final,pt,se,3
1989,final,pt,lu,7
1989,final,pt,at,6
1989,final,pt,fi,2
1989,final,pt,es,8
1989,final,pt,gr,6
1989,final,se,il,6
1989,final,se,be,6
1989,final,se,gb,4
1989,final,se,no,8
1989,final,se,pt,8
1989,final,se,lu,6
1989,final,se,dk,12
1989,final,se,at,12
1989,final,se,fr,2
1989,final,se,es,5
1989,final,se,cy,8
1989,final,se,ch,3
1989,final,se,gr,8
1989,final,se,is,2
1989,final,se,de,8
1989,final,se,yu,12
1989,final,lu,fr,5
1989,final,lu,es,3
1989,final,dk,it,5
1989,final,dk,il,1
1989,final,dk,ie,10
1989,final,dk,nl,12
1989,final,dk,tr,6
1989,final,dk,be,4
1989,final,dk,gb,10
1989,final,dk,no,10
1989,final,dk,pt,2
1989,final,dk,se,12
1989,final,dk,lu,3
1989,final,dk,at,7
1989,final,dk,fi,12
1989,final,dk,fr,6
1989,final,dk,is,10
1989,final,dk,yu,1
1989,final,at,it,12
1989,final,at,il,8
1989,final,at,tr,3
1989,final,at,be,12
1989,final,at,se,7
1989,final,at,dk,4
1989,final,at,fi,1
1989,final,at,es,2
1989,final,at,cy,10
1989,final,at,ch,8
1989,final,at,gr,12
1989,final,at,is,8
1989,final,at,de,5
1989,final,at,yu,5
1989,final,fi,il,10
1989,final,fi,ie,8
1989,final,fi,nl,6
1989,final,fi,tr,10
1989,final,fi,pt,1
1989,final,fi,se,4
1989,final,fi,lu,4
1989,final,fi,at,3
1989,final,fi,fr,10
1989,final,fi,es,7
1989,final,fi,cy,3
1989,final,fi,yu,10
1989,final,fr,it,3
1989,final,fr,il,5
1989,final,fr,ie,6
1989,final,fr,nl,4
1989,final,fr,no,5
1989,final,fr,se,1
1989,final,fr,lu,8
1989,final,fr,dk,3
1989,final,fr,at,5
1989,final,fr,fi,3
1989,final,fr,cy,7
1989,final,fr,gr,5
1989,final,fr,de,2
1989,final,fr,yu,3
1989,final,es,it,8
1989,final,es,tr,2
1989,final,es,be,7
1989,final,es,gb,7
1989,final,es,no,4
1989,final,es,lu,10
1989,final,es,fi,8
1989,final,es,fr,8
1989,final,es,cy,4
1989,final,es,ch,10
1989,final,es,gr,10
1989,final,es,de,10
1989,final,cy,it,2
1989,final,cy,il,3
1989,final,cy,ie,1
1989,final,cy,gb,6
1989,final,cy,pt,6
1989,final,cy,dk,8
1989,final,cy,at,2
1989,final,cy,ch,4
1989,final,cy,gr,7
1989,final,cy,is,12
1989,final,ch,it,4
1989,final,ch,il,4
1989,final,ch,nl,10
1989,final,ch,tr,8
1989,final,ch,gb,8
1989,final,ch,pt,3
1989,final,ch,dk,2
1989,final,ch,at,1
1989,final,ch,is,7
1989,final,gr,nl,1
1989,final,gr,be,1
1989,final,gr,gb,5
1989,final,gr,no,6
1989,final,gr,pt,10
1989,final,gr,fr,1
1989,final,gr,es,4
1989,final,gr,cy,12
1989,final,gr,ch,12
1989,final,gr,is,4
1989,final,de,it,7
1989,final,de,ie,2
1989,final,de,be,5
1989,final,de,gb,1
1989,final,de,pt,5
1989,final,de,se,6
1989,final,de,dk,7
1989,final,de,cy,1
1989,final,de,ch,6
1989,final,de,gr,3
1989,final,de,is,3
1989,final,yu,il,12
1989,final,yu,ie,12
1989,final,yu,nl,8
1989,final,yu,tr,12
1989,final,yu,be,10
1989,final,yu,gb,12
1989,final,yu,no,7
1989,final,yu,pt,4
1989,final,yu,se,8
1989,final,yu,lu,5
1989,final,yu,dk,10
1989,final,yu,at,10
1989,final,yu,fi,7
1989,final,yu,fr,3
1989,final,yu,cy,5
1989,final,yu,ch,5
1989,final,yu,is,6
1989,final,yu,de,1
1990,final,es,gr,8
1990,final,es,be,1
1990,final,es,tr,10
1990,final,es,nl,2
1990,final,es,gb,1
1990,final,es,is,4
1990,final,es,no,5
1990,final,es,ch,6
1990,final,es,de,12
1990,final,es,fr,5
1990,final,es,yu,3
1990,final,es,pt,5
1990,final,es,it,8
1990,final,es,at,8
1990,final,es,cy,8
1990,final,es,fi,10
1990,final,gr,nl,5
1990,final,gr,cy,6
1990,final,be,nl,7
1990,final,be,lu,4
1990,final,be,no,1
1990,final,be,ch,4
1990,final,be,de,8
1990,final,be,fr,8
1990,final,be,pt,2
1990,final,be,ie,1
1990,final,be,se,7
1990,final,be,at,4
1990,final,tr,nl,3
1990,final,tr,is,2
1990,final,tr,no,4
1990,final,tr,de,5
1990,final,tr,yu,7
1990,final,nl,gr,1
1990,final,nl,tr,3
1990,final,nl,lu,1
1990,final,nl,gb,4
1990,final,nl,il,2
1990,final,nl,ch,3
1990,final,nl,fr,6
1990,final,nl,pt,1
1990,final,nl,it,2
1990,final,nl,cy,2
1990,final,lu,gr,4
1990,final,lu,gb,3
1990,final,lu,de,3
1990,final,lu,fr,12
1990,final,lu,yu,2
1990,final,lu,pt,3
1990,final,lu,it,1
1990,final,lu,at,5
1990,final,lu,cy,5
1990,final,gb,es,7
1990,final,gb,gr,5
1990,final,gb,be,12
1990,final,gb,lu,3
1990,final,gb,il,10
1990,final,gb,dk,3
1990,final,gb,ch,10
1990,final,gb,de,1
1990,final,gb,fr,10
1990,final,gb,yu,10
1990,final,gb,ie,6
1990,final,gb,it,6
1990,final,gb,at,1
1990,final,gb,cy,3
1990,final,is,es,4
1990,final,is,gr,3
1990,final,is,be,10
1990,final,is,tr,1
1990,final,is,lu,8
1990,final,is,gb,12
1990,final,is,no,10
1990,final,is,il,8
1990,final,is,dk,10
1990,final,is,ch,7
1990,final,is,yu,4
1990,final,is,pt,12
1990,final,is,ie,7
1990,final,is,se,8
1990,final,is,it,3
1990,final,is,at,10
1990,final,is,fi,7
1990,final,no,il,4
1990,final,no,dk,1
1990,final,no,ie,3
1990,final,il,nl,4
1990,final,il,ch,2
1990,final,il,de,4
1990,final,il,yu,1
1990,final,il,fi,5
1990,final,dk,es,6
1990,final,dk,be,3
1990,final,dk,tr,2
1990,final,dk,is,7
1990,final,dk,no,7
1990,final,dk,il,7
1990,final,dk,ch,1
1990,final,dk,pt,7
1990,final,dk,ie,4
1990,final,dk,se,3
1990,final,dk,it,7
1990,final,dk,at,6
1990,final,dk,cy,4
1990,final,ch,es,1
1990,final,ch,gr,12
1990,final,ch,tr,6
1990,final,ch,lu,2
1990,final,ch,dk,12
1990,final,ch,fr,1
1990,final,ch,yu,5
1990,final,ch,pt,8
1990,final,ch,cy,1
1990,final,ch,fi,3
1990,final,de,es,8
1990,final,de,be,6
1990,final,de,lu,12
1990,final,de,gb,7
1990,final,de,is,1
1990,final,de,dk,4
1990,final,de,ie,10
1990,final,de,se,4
1990,final,de,it,5
1990,final,de,at,3
1990,final,fr,es,5
1990,final,fr,be,4
1990,final,fr,tr,4
1990,final,fr,nl,12
1990,final,fr,is,12
1990,final,fr,no,12
1990,final,fr,il,6
1990,final,fr,dk,5
1990,final,fr,ch,12
1990,final,fr,de,10
1990,final,fr,yu,12
1990,final,fr,pt,4
1990,final,fr,ie,8
1990,final,fr,se,5
1990,final,fr,at,2
1990,final,fr,cy,7
1990,final,fr,fi,12
1990,final,yu,es,3
1990,final,yu,tr,12
1990,final,yu,gb,5
1990,final,yu,is,10
1990,final,yu,no,3
1990,final,yu,il,12
1990,final,yu,dk,7
1990,final,yu,fr,2
1990,final,yu,ie,5
1990,final,yu,se,1
1990,final,yu,it,10
1990,final,yu,cy,10
1990,final,yu,fi,1
1990,final,pt,lu,7
1990,final,pt,gb,2
1990,final,ie,es,10
1990,final,ie,gr,7
1990,final,ie,be,7
1990,final,ie,tr,5
1990,final,ie,nl,10
1990,final,ie,lu,6
1990,final,ie,gb,10
1990,final,ie,is,8
1990,final,ie,no,8
1990,final,ie,dk,8
1990,final,ie,ch,5
1990,final,ie,de,7
1990,final,ie,fr,7
1990,final,ie,pt,6
1990,final,ie,se,12
1990,final,ie,at,12
1990,final,ie,fi,4
1990,final,se,es,2
1990,final,se,gr,2
1990,final,se,nl,6
1990,final,se,gb,6
1990,final,se,no,6
1990,final,se,de,2
1990,final,it,es,12
1990,final,it,gr,10
1990,final,it,be,8
1990,final,it,tr,8
1990,final,it,nl,8
1990,final,it,lu,10
1990,final,it,is,3
1990,final,it,il,1
1990,final,it,dk,6
1990,final,it,ch,8
1990,final,it,de,6
1990,final,it,fr,4
1990,final,it,yu,6
1990,final,it,pt,10
1990,final,it,ie,12
1990,final,it,se,10
1990,final,it,at,7
1990,final,it,cy,12
1990,final,it,fi,8
1990,final,at,be,2
1990,final,at,tr,7
1990,final,at,nl,1
1990,final,at,lu,5
1990,final,at,gb,8
1990,final,at,is,6
1990,final,at,fr,3
1990,final,at,yu,8
1990,final,at,ie,2
1990,final,at,se,2
1990,final,at,it,12
1990,final,at,fi,2
1990,final,cy,gr,6
1990,final,cy,be,5
1990,final,cy,no,2
1990,final,cy,il,5
1990,final,cy,dk,2
1990,final,cy,se,6
1990,final,cy,it,4
1990,final,cy,fi,6
1990,final,fi,is,5
1990,final,fi,il,3
1991,final,yu,mt,1
1991,final,is,ch,4
1991,final,is,se,10
1991,final,is,de,5
1991,final,is,it,7
1991,final,mt,yu,1
1991,final,mt,gr,2
1991,final,mt,ch,6
1991,final,mt,at,4
1991,final,mt,lu,10
1991,final,mt,se,12
1991,final,mt,fr,2
1991,final,mt,tr,7
1991,final,mt,ie,12
1991,final,mt,pt,7
1991,final,mt,no,6
1991,final,mt,de,10
1991,final,mt,be,4
1991,final,mt,es,6
1991,final,mt,gb,7
1991,final,mt,it,10
1991,final,gr,yu,4
1991,final,gr,mt,5
1991,final,gr,at,2
1991,final,gr,ie,1
1991,final,gr,no,1
1991,final,gr,il,4
1991,final,gr,fi,1
1991,final,gr,be,1
1991,final,gr,es,5
1991,final,gr,cy,10
1991,final,gr,it,2
1991,final,ch,yu,5
1991,final,ch,is,5
1991,final,ch,gr,7
1991,final,ch,at,8
1991,final,ch,lu,12
1991,final,ch,se,8
1991,final,ch,fr,4
1991,final,ch,tr,2
1991,final,ch,ie,2
1991,final,ch,pt,6
1991,final,ch,dk,5
1991,final,ch,no,3
1991,final,ch,il,8
1991,final,ch,fi,5
1991,final,ch,de,6
1991,final,ch,be,12
1991,final,ch,gb,8
1991,final,ch,cy,8
1991,final,ch,it,4
1991,final,lu,is,4
1991,final,lu,at,5
1991,final,lu,se,1
1991,final,lu,tr,3
1991,final,lu,pt,2
1991,final,lu,dk,4
1991,final,lu,de,3
1991,final,lu,be,2
1991,final,lu,gb,3
1991,final,lu,cy,2
1991,final,se,yu,6
1991,final,se,is,12
1991,final,se,ch,10
1991,final,se,at,10
1991,final,se,lu,7
1991,final,se,tr,6
1991,final,se,ie,3
1991,final,se,pt,10
1991,final,se,dk,12
1991,final,se,no,8
1991,final,se,il,10
1991,final,se,fi,8
1991,final,se,de,12
1991,final,se,be,10
1991,final,se,es,4
1991,final,se,gb,12
1991,final,se,cy,6
1991,final,fr,yu,10
1991,final,fr,is,7
1991,final,fr,mt,3
1991,final,fr,gr,8
1991,final,fr,ch,7
1991,final,fr,at,12
1991,final,fr,se,5
1991,final,fr,ie,7
1991,final,fr,pt,5
1991,final,fr,no,12
1991,final,fr,il,12
1991,final,fr,fi,10
1991,final,fr,de,8
1991,final,fr,be,7
1991,final,fr,es,8
1991,final,fr,gb,6
1991,final,fr,cy,7
1991,final,fr,it,12
1991,final,tr,mt,7
1991,final,tr,fr,7
1991,final,tr,dk,8
1991,final,tr,il,7
1991,final,tr,es,2
1991,final,tr,gb,5
1991,final,tr,it,8
1991,final,ie,yu,3
1991,final,ie,mt,4
1991,final,ie,ch,3
1991,final,ie,at,1
1991,final,ie,lu,8
1991,final,ie,tr,4
1991,final,ie,dk,7
1991,final,ie,il,1
1991,final,ie,fi,2
1991,final,ie,de,2
1991,final,ie,be,5
1991,final,ie,gb,4
1991,final,ie,it,3
1991,final,pt,is,8
1991,final,pt,gr,4
1991,final,pt,ch,1
1991,final,pt,lu,2
1991,final,pt,se,7
1991,final,pt,fr,10
1991,final,pt,tr,5
1991,final,pt,dk,1
1991,final,pt,no,2
1991,final,pt,fi,7
1991,final,pt,es,10
1991,final,pt,cy,4
1991,final,pt,it,1
1991,final,dk,se,3
1991,final,dk,no,5
1991,final,no,is,6
1991,final,no,lu,1
1991,final,no,tr,1
1991,final,no,dk,2
1991,final,no,de,4
1991,final,il,yu,12
1991,final,il,is,10
1991,final,il,mt,8
1991,final,il,gr,5
1991,final,il,ch,8
1991,final,il,lu,5
1991,final,il,se,6
1991,final,il,fr,3
1991,final,il,tr,12
1991,final,il,ie,8
1991,final,il,pt,4
1991,final,il,dk,10
1991,final,il,no,7
1991,final,il,fi,6
1991,final,il,be,8
1991,final,il,es,12
1991,final,il,gb,10
1991,final,il,cy,5
1991,final,fi,is,1
1991,final,fi,gr,1
1991,final,fi,ie,4
1991,final,de,dk,6
1991,final,de,es,1
1991,final,de,cy,3
1991,final,be,at,3
1991,final,be,se,2
1991,final,be,fr,5
1991,final,be,fi,3
1991,final,be,es,3
1991,final,be,gb,2
1991,final,be,it,5
1991,final,es,yu,8
1991,final,es,is,2
1991,final,es,mt,6
1991,final,es,gr,10
1991,final,es,ch,12
1991,final,es,at,7
1991,final,es,lu,6
1991,final,es,se,4
1991,final,es,fr,6
1991,final,es,tr,8
1991,final,es,ie,6
1991,final,es,pt,8
1991,final,es,no,4
1991,final,es,il,2
1991,final,es,fi,4
1991,final,es,de,7
1991,final,es,be,6
1991,final,es,gb,1
1991,final,es,cy,12
1991,final,gb,mt,10
1991,final,gb,gr,3
1991,final,gb,ch,5
1991,final,gb,at,6
1991,final,gb,lu,3
1991,final,gb,fr,1
1991,final,gb,pt,1
1991,final,gb,dk,3
1991,final,gb,il,5
1991,final,gb,be,3
1991,final,gb,cy,1
1991,final,gb,it,6
1991,final,cy,yu,2
1991,final,cy,is,3
1991,final,cy,mt,12
1991,final,cy,gr,12
1991,final,cy,lu,4
1991,final,cy,fr,12
1991,final,cy,ie,5
1991,final,cy,pt,3
1991,final,cy,il,6
1991,final,cy,de,1
1991,final,it,yu,7
1991,final,it,mt,2
1991,final,it,gr,6
1991,final,it,ch,2
1991,final,it,fr,8
1991,final,it,tr,10
1991,final,it,ie,10
1991,final,it,pt,12
1991,final,it,no,10
1991,final,it,il,3
1991,final,it,fi,12
1991,final,it,es,7
1992,final,es,be,1
1992,final,es,tr,1
1992,final,es,gr,4
1992,final,es,fr,6
1992,final,es,mt,2
1992,final,es,fi,3
1992,final,es,lu,3
1992,final,es,at,2
1992,final,es,gb,1
1992,final,es,dk,1
1992,final,es,it,7
1992,final,es,no,5
1992,final,es,nl,1
1992,final,be,es,3
1992,final,be,tr,4
1992,final,be,fr,3
1992,final,be,lu,1
1992,final,il,es,10
1992,final,il,tr,2
1992,final,il,fr,8
1992,final,il,se,4
1992,final,il,pt,7
1992,final,il,cy,4
1992,final,il,mt,7
1992,final,il,ch,4
1992,final,il,lu,8
1992,final,il,at,1
1992,final,il,gb,7
1992,final,il,dk,2
1992,final,il,yu,12
1992,final,il,no,2
1992,final,il,de,4
1992,final,il,nl,3
1992,final,tr,mt,8
1992,final,tr,ie,3
1992,final,tr,yu,6
1992,final,gr,il,7
1992,final,gr,tr,8
1992,final,gr,fr,7
1992,final,gr,se,3
1992,final,gr,pt,5
1992,final,gr,cy,12
1992,final,gr,is,2
1992,final,gr,fi,5
1992,final,gr,ch,10
1992,final,gr,at,4
1992,final,gr,it,12
1992,final,gr,yu,7
1992,final,gr,no,8
1992,final,gr,nl,4
1992,final,fr,es,6
1992,final,fr,il,12
1992,final,fr,tr,3
1992,final,fr,cy,3
1992,final,fr,fi,7
1992,final,fr,ch,12
1992,final,fr,ie,5
1992,final,fr,it,6
1992,final,fr,no,10
1992,final,fr,de,3
1992,final,fr,nl,6
1992,final,se,fr,1
1992,final,se,dk,4
1992,final,se,yu,4
1992,final,pt,il,8
1992,final,pt,gr,2
1992,final,pt,fi,2
1992,final,pt,it,1
1992,final,pt,yu,5
1992,final,pt,de,8
1992,final,cy,il,3
1992,final,cy,gr,10
1992,final,cy,fr,2
1992,final,cy,pt,2
1992,final,cy,mt,1
1992,final,cy,fi,8
1992,final,cy,ch,2
1992,final,cy,ie,6
1992,final,cy,it,4
1992,final,cy,yu,8
1992,final,cy,no,3
1992,final,cy,nl,8
1992,final,mt,es,12
1992,final,mt,be,10
1992,final,mt,gr,7
1992,final,mt,se,12
1992,final,mt,pt,12
1992,final,mt,cy,1
1992,final,mt,is,8
1992,final,mt,ch,5
1992,final,mt,lu,12
1992,final,mt,at,8
1992,final,mt,ie,10
1992,final,mt,dk,8
1992,final,mt,it,3
1992,final,mt,yu,10
1992,final,mt,nl,5
1992,final,is,es,8
1992,final,is,be,4
1992,final,is,il,4
1992,final,is,gr,6
1992,final,is,se,6
1992,final,is,pt,6
1992,final,is,ch,3
1992,final,is,lu,5
1992,final,is,at,7
1992,final,is,gb,12
1992,final,is,dk,5
1992,final,is,it,5
1992,final,is,no,1
1992,final,is,de,6
1992,final,is,nl,2
1992,final,fi,il,1
1992,final,fi,yu,3
1992,final,ch,be,5
1992,final,ch,is,12
1992,final,ch,gb,4
1992,final,ch,ie,1
1992,final,ch,it,10
1992,final,lu,mt,10
1992,final,at,es,2
1992,final,at,be,8
1992,final,at,gr,8
1992,final,at,se,1
1992,final,at,pt,3
1992,final,at,cy,8
1992,final,at,mt,4
1992,final,at,gb,10
1992,final,at,ie,12
1992,final,at,dk,7
1992,final,gb,es,5
1992,final,gb,be,12
1992,final,gb,il,2
1992,final,gb,tr,10
1992,final,gb,fr,10
1992,final,gb,se,5
1992,final,gb,cy,6
1992,final,gb,mt,6
1992,final,gb,is,4
1992,final,gb,fi,6
1992,final,gb,ch,8
1992,final,gb,lu,7
1992,final,gb,at,12
1992,final,gb,ie,7
1992,final,gb,dk,12
1992,final,gb,it,8
1992,final,gb,de,12
1992,final,gb,nl,7
1992,final,ie,es,1
1992,final,ie,be,7
1992,final,ie,tr,12
1992,final,ie,gr,12
1992,final,ie,se,10
1992,final,ie,pt,4
1992,final,ie,cy,5
1992,final,ie,mt,12
1992,final,ie,is,7
1992,final,ie,fi,10
1992,final,ie,ch,6
1992,final,ie,lu,10
1992,final,ie,at,10
1992,final,ie,gb,8
1992,final,ie,dk,10
1992,final,ie,it,2
1992,final,ie,yu,2
1992,final,ie,no,7
1992,final,ie,de,10
1992,final,ie,nl,10
1992,final,dk,es,4
1992,final,dk,il,6
1992,final,dk,se,7
1992,final,dk,pt,1
1992,final,dk,is,6
1992,final,dk,lu,6
1992,final,dk,at,3
1992,final,dk,gb,3
1992,final,dk,no,6
1992,final,dk,de,5
1992,final,it,tr,5
1992,final,it,gr,3
1992,final,it,fr,12
1992,final,it,se,8
1992,final,it,pt,8
1992,final,it,cy,10
1992,final,it,mt,5
1992,final,it,is,10
1992,final,it,fi,12
1992,final,it,ch,7
1992,final,it,at,6
1992,final,it,no,12
1992,final,it,de,1
1992,final,it,nl,12
1992,final,yu,il,10
1992,final,yu,tr,6
1992,final,yu,gr,1
1992,final,yu,fr,5
1992,final,yu,cy,2
1992,final,yu,mt,3
1992,final,yu,is,5
1992,final,yu,fi,4
1992,final,yu,lu,2
1992,final,yu,ie,4
1992,final,yu,de,2
1992,final,no,be,3
1992,final,no,se,2
1992,final,no,is,1
1992,final,no,fi,1
1992,final,no,lu,4
1992,final,no,gb,5
1992,final,no,dk,6
1992,final,no,yu,1
1992,final,de,be,6
1992,final,de,pt,10
1992,final,de,gb,6
1992,final,de,ie,2
1992,final,de,dk,3
1992,final,nl,es,7
1992,final,nl,be,2
1992,final,nl,il,5
1992,final,nl,tr,7
1992,final,nl,gr,5
1992,final,nl,fr,4
1992,final,nl,cy,7
1992,final,nl,is,3
1992,final,nl,ch,1
1992,final,nl,at,5
1992,final,nl,gb,2
1992,final,nl,ie,8
1992,final,nl,no,4
1992,final,nl,de,7
1993,final,it,ch,1
1993,final,it,pt,10
1993,final,it,fr,5
1993,final,it,lu,10
1993,final,it,fi,8
1993,final,it,nl,2
1993,final,it,es,2
1993,final,it,mt,7
1993,final,tr,is,1
1993,final,tr,ba,2
1993,final,tr,hr,1
1993,final,tr,es,6
1993,final,de,it,8
